nH	N	vr	sym
1	17	5000	True
0.280	1.000000	0.991473	0.968649	0.938370	0.908307	0.884012	0.867711	0.858941	0.856257	0.858941	0.867711	0.884012	0.908307	0.938370	0.968649	0.991473	1.000000
0.285	1.000000	0.991166	0.967533	0.936201	0.905118	0.880019	0.863189	0.854138	0.851368	0.854138	0.863189	0.880019	0.905118	0.936201	0.967533	0.991166	1.000000
0.290	1.000000	0.990855	0.966397	0.933997	0.901881	0.875968	0.858603	0.849269	0.846413	0.849269	0.858603	0.875968	0.901881	0.933997	0.966397	0.990855	1.000000
0.295	1.000000	0.990538	0.965243	0.931759	0.898596	0.871860	0.853955	0.844335	0.841392	0.844335	0.853955	0.871860	0.898596	0.931759	0.965243	0.990538	1.000000
0.300	1.000000	0.990215	0.964070	0.929486	0.895264	0.867695	0.849246	0.839337	0.836308	0.839337	0.849246	0.867695	0.895264	0.929486	0.964070	0.990215	1.000000
0.305	1.000000	0.989888	0.962879	0.927179	0.891884	0.863475	0.844476	0.834277	0.831159	0.834277	0.844476	0.863475	0.891884	0.927179	0.962879	0.989888	1.000000
0.310	1.000000	0.989555	0.961669	0.924838	0.888458	0.859200	0.839647	0.829155	0.825949	0.829155	0.839647	0.859200	0.888458	0.924838	0.961669	0.989555	1.000000
0.315	1.000000	0.989216	0.960440	0.922463	0.884985	0.854870	0.834759	0.823973	0.820677	0.823973	0.834759	0.854870	0.884985	0.922463	0.960440	0.989216	1.000000
0.320	1.000000	0.988872	0.959193	0.920055	0.881467	0.850487	0.829812	0.818730	0.815345	0.818730	0.829812	0.850487	0.881467	0.920055	0.959193	0.988872	1.000000
0.325	1.000000	0.988523	0.957927	0.917613	0.877903	0.846051	0.824809	0.813429	0.809954	0.813429	0.824809	0.846051	0.877903	0.917613	0.957927	0.988523	1.000000
0.330	1.000000	0.988169	0.956643	0.915138	0.874294	0.841562	0.819750	0.808071	0.804505	0.808071	0.819750	0.841562	0.874294	0.915138	0.956643	0.988169	1.000000
0.335	1.000000	0.987809	0.955341	0.912630	0.870640	0.837022	0.814636	0.802655	0.799000	0.802655	0.814636	0.837022	0.870640	0.912630	0.955341	0.987809	1.000000
0.340	1.000000	0.987445	0.954020	0.910089	0.866943	0.832431	0.809467	0.797185	0.793438	0.797185	0.809467	0.832431	0.866943	0.910089	0.954020	0.987445	1.000000
0.345	1.000000	0.987074	0.952681	0.907516	0.863202	0.827789	0.804245	0.791659	0.787821	0.791659	0.804245	0.827789	0.863202	0.907516	0.952681	0.987074	1.000000
0.350	1.000000	0.986699	0.951324	0.904910	0.859417	0.823099	0.798971	0.786081	0.782151	0.786081	0.798971	0.823099	0.859417	0.904910	0.951324	0.986699	1.000000
0.355	1.000000	0.986318	0.949949	0.902272	0.855591	0.818359	0.793645	0.780450	0.776428	0.780450	0.793645	0.818359	0.855591	0.902272	0.949949	0.986318	1.000000
0.360	1.000000	0.985932	0.948556	0.899602	0.851722	0.813572	0.788269	0.774768	0.770654	0.774768	0.788269	0.813572	0.851722	0.899602	0.948556	0.985932	1.000000
0.365	1.000000	0.985540	0.947144	0.896901	0.847811	0.808737	0.782843	0.769035	0.764830	0.769035	0.782843	0.808737	0.847811	0.896901	0.947144	0.985540	1.000000
0.370	1.000000	0.985143	0.945715	0.894168	0.843859	0.803856	0.777369	0.763254	0.758957	0.763254	0.777369	0.803856	0.843859	0.894168	0.945715	0.985143	1.000000
0.375	1.000000	0.984741	0.944268	0.891404	0.839866	0.798929	0.771848	0.757425	0.753036	0.757425	0.771848	0.798929	0.839866	0.891404	0.944268	0.984741	1.000000
0.380	1.000000	0.984334	0.942803	0.888609	0.835833	0.793958	0.766280	0.751549	0.747068	0.751549	0.766280	0.793958	0.835833	0.888609	0.942803	0.984334	1.000000
0.385	1.000000	0.983922	0.941320	0.885783	0.831760	0.788942	0.760666	0.745627	0.741054	0.745627	0.760666	0.788942	0.831760	0.885783	0.941320	0.983922	1.000000
0.390	1.000000	0.983504	0.939820	0.882926	0.827648	0.783882	0.755008	0.739661	0.734997	0.739661	0.755008	0.783882	0.827648	0.882926	0.939820	0.983504	1.000000
0.395	1.000000	0.983081	0.938301	0.880039	0.823497	0.778781	0.749306	0.733652	0.728896	0.733652	0.749306	0.778781	0.823497	0.880039	0.938301	0.983081	1.000000
0.400	1.000000	0.982652	0.936766	0.877122	0.819308	0.773637	0.743561	0.727600	0.722753	0.727600	0.743561	0.773637	0.819308	0.877122	0.936766	0.982652	1.000000
0.405	1.000000	0.982219	0.935213	0.874176	0.815081	0.768452	0.737776	0.721507	0.716569	0.721507	0.737776	0.768452	0.815081	0.874176	0.935213	0.982219	1.000000
0.410	1.000000	0.981780	0.933642	0.871199	0.810817	0.763227	0.731949	0.715375	0.710346	0.715375	0.731949	0.763227	0.810817	0.871199	0.933642	0.981780	1.000000
0.415	1.000000	0.981336	0.932054	0.868194	0.806516	0.757963	0.726083	0.709203	0.704084	0.709203	0.726083	0.757963	0.806516	0.868194	0.932054	0.981336	1.000000
0.420	1.000000	0.980886	0.930449	0.865159	0.802179	0.752660	0.720179	0.702995	0.697786	0.702995	0.720179	0.752660	0.802179	0.865159	0.930449	0.980886	1.000000
0.425	1.000000	0.980432	0.928826	0.862096	0.797807	0.747319	0.714238	0.696749	0.691451	0.696749	0.714238	0.747319	0.797807	0.862096	0.928826	0.980432	1.000000
0.430	1.000000	0.979972	0.927186	0.859003	0.793399	0.741942	0.708260	0.690469	0.685082	0.690469	0.708260	0.741942	0.793399	0.859003	0.927186	0.979972	1.000000
0.435	1.000000	0.979507	0.925529	0.855883	0.788957	0.736528	0.702247	0.684155	0.678679	0.684155	0.702247	0.736528	0.788957	0.855883	0.925529	0.979507	1.000000
0.440	1.000000	0.979037	0.923855	0.852734	0.784480	0.731079	0.696199	0.677808	0.672245	0.677808	0.696199	0.731079	0.784480	0.852734	0.923855	0.979037	1.000000
0.445	1.000000	0.978561	0.922165	0.849558	0.779970	0.725595	0.690118	0.671429	0.665779	0.671429	0.690118	0.725595	0.779970	0.849558	0.922165	0.978561	1.000000
0.450	1.000000	0.978080	0.920457	0.846354	0.775427	0.720077	0.684006	0.665020	0.659284	0.665020	0.684006	0.720077	0.775427	0.846354	0.920457	0.978080	1.000000
0.455	1.000000	0.977595	0.918732	0.843123	0.770852	0.714527	0.677862	0.658581	0.652760	0.658581	0.677862	0.714527	0.770852	0.843123	0.918732	0.977595	1.000000
0.460	1.000000	0.977104	0.916991	0.839865	0.766245	0.708945	0.671688	0.652115	0.646209	0.652115	0.671688	0.708945	0.766245	0.839865	0.916991	0.977104	1.000000
0.465	1.000000	0.976607	0.915233	0.836579	0.761606	0.703331	0.665485	0.645622	0.639632	0.645622	0.665485	0.703331	0.761606	0.836579	0.915233	0.976607	1.000000
0.470	1.000000	0.976106	0.913458	0.833268	0.756937	0.697687	0.659254	0.639103	0.633030	0.639103	0.659254	0.697687	0.756937	0.833268	0.913458	0.976106	1.000000
0.475	1.000000	0.975599	0.911667	0.829930	0.752237	0.692014	0.652997	0.632560	0.626405	0.632560	0.652997	0.692014	0.752237	0.829930	0.911667	0.975599	1.000000
0.480	1.000000	0.975087	0.909860	0.826566	0.747508	0.686312	0.646714	0.625994	0.619758	0.625994	0.646714	0.686312	0.747508	0.826566	0.909860	0.975087	1.000000
0.485	1.000000	0.974571	0.908036	0.823177	0.742749	0.680582	0.640406	0.619406	0.613090	0.619406	0.640406	0.680582	0.742749	0.823177	0.908036	0.974571	1.000000
0.490	1.000000	0.974048	0.906195	0.819762	0.737962	0.674825	0.634074	0.612797	0.606402	0.612797	0.634074	0.674825	0.737962	0.819762	0.906195	0.974048	1.000000
0.495	1.000000	0.973521	0.904339	0.816322	0.733147	0.669042	0.627720	0.606169	0.599697	0.606169	0.627720	0.669042	0.733147	0.816322	0.904339	0.973521	1.000000
0.500	1.000000	0.972989	0.902466	0.812857	0.728305	0.663234	0.621345	0.599522	0.592974	0.599522	0.621345	0.663234	0.728305	0.812857	0.902466	0.972989	1.000000
0.505	1.000000	0.972451	0.900578	0.809368	0.723435	0.657402	0.614949	0.592859	0.586235	0.592859	0.614949	0.657402	0.723435	0.809368	0.900578	0.972451	1.000000
0.510	1.000000	0.971909	0.898673	0.805854	0.718540	0.651546	0.608534	0.586179	0.579481	0.586179	0.608534	0.651546	0.718540	0.805854	0.898673	0.971909	1.000000
