8275275.4	14.082	0.259	14.045	0.566
3846134.4	14.571	0.518	14.529	0.728
685224.1	27.542	2.459	14.092	1.052
10888432.8	16.992	0.065	17.007	0.485
10052221.0	17.422	0.259	17.470	0.647
5936942.4	17.864	0.194	17.789	0.728
13991363.4	19.787	0.324	19.766	0.485
2176485.9	53.058	0.971	19.789	0.647
1180099.3	34.507	1.618	21.750	1.780
19486973.0	20.699	0.194	20.721	0.404
2965557.3	34.094	0.388	20.873	0.324
1823877.2	35.931	3.883	20.741	0.485
1750179.9	60.975	2.136	20.874	0.890
20620110.7	20.976	0.388	20.925	0.566
3648534.4	35.852	0.777	21.677	0.485
2671945.9	20.804	1.035	22.283	0.485
5768323.5	22.953	0.453	21.732	0.647
12588876.5	22.347	0.518	22.345	0.485
5619480.3	22.678	0.065	22.682	0.485
12661367.1	22.926	0.324	22.926	0.566
4638934.8	35.733	1.100	22.943	0.647
1079081.1	60.995	2.912	22.282	1.294
10660165.9	23.691	0.129	23.696	0.485
2226450.3	49.352	0.841	23.767	0.566
2373639.9	71.780	0.712	23.735	0.485
5651071.8	24.101	0.518	24.160	0.566
2970137.5	29.679	0.647	24.317	0.647
3674245.3	29.620	0.777	25.399	0.728
1849725.0	32.689	1.359	25.402	0.728
5068908.6	26.284	0.971	26.236	0.809
3425657.7	26.771	0.712	26.875	0.728
9645855.2	27.499	0.841	27.476	0.890
1363269.1	13.878	1.618	27.520	1.537
1737906.9	27.805	2.912	27.571	2.427
1798107.0	38.505	1.747	27.448	1.052
3181956.0	24.263	0.453	29.649	0.728
3357646.1	25.381	0.906	29.580	0.809
10277189.7	29.593	0.388	29.605	0.566
3201214.3	37.212	1.100	29.702	1.052
1209971.0	54.594	1.230	30.664	1.052
1464013.0	30.390	1.683	30.505	1.213
2725471.8	31.461	0.065	31.458	0.728
1778628.3	32.406	1.359	32.140	1.375
4344596.0	33.007	0.712	33.005	0.809
1930598.3	33.693	0.259	33.607	0.809
2306315.9	35.826	0.841	33.846	0.728
3261775.1	34.308	0.712	34.196	0.890
3617435.4	20.849	0.453	34.139	0.809
1336634.9	54.279	1.100	37.431	1.537
689547.7	26.430	3.818	35.767	1.456
2416857.8	34.961	0.971	34.990	0.890
4106244.0	22.982	0.712	35.656	1.052
8191892.8	35.815	0.841	35.774	0.890
1680881.5	22.248	1.294	36.766	1.133
2251213.2	33.866	1.035	35.827	0.890
3523405.4	29.714	0.971	37.191	0.890
6856242.1	37.111	0.518	37.136	0.647
2071503.5	27.476	0.971	38.395	0.971
2990968.5	37.607	0.971	37.500	1.052
2987374.7	38.434	0.971	38.402	0.971
1785879.3	39.425	1.100	39.456	1.213
3106761.1	40.171	0.906	40.171	1.052
2230975.6	51.633	1.294	40.154	1.213
2573214.3	41.009	0.971	40.924	1.052
17130263.7	41.686	0.324	41.696	0.485
18807630.2	42.124	0.388	42.084	0.485
925448.8	27.678	2.977	43.868	2.265
1667092.4	172.481	1.553	44.136	1.537
4433607.7	48.355	0.712	48.360	0.728
2255658.2	172.278	0.647	48.334	0.647
2177868.2	23.765	0.518	49.339	0.728
4754520.8	49.338	0.777	49.337	0.728
2189027.8	40.128	1.294	51.658	1.375
1644586.3	41.097	0.647	52.157	0.728
5670047.1	51.817	0.712	51.846	0.890
1312530.7	173.385	1.941	52.322	0.971
9216996.9	53.039	0.453	53.034	0.809
2180064.9	19.780	0.712	53.079	0.971
7859109.0	53.671	0.388	53.744	0.971
1175966.6	30.599	1.618	54.159	2.993
2106633.4	35.318	0.971	54.158	1.780
13282223.5	54.232	0.388	54.192	0.809
2099330.6	33.415	1.618	54.172	1.861
9353565.9	54.753	0.647	54.700	0.971
1191674.4	176.089	3.559	54.337	0.809
1330130.3	175.277	3.171	53.015	2.669
1360152.2	54.066	2.006	53.750	2.589
4115312.7	55.502	0.712	55.485	1.213
2196571.8	66.051	0.841	56.282	0.971
8657599.0	56.131	0.518	56.118	0.809
2863157.0	67.171	0.777	56.671	0.809
2812357.6	57.520	0.906	57.454	1.213
6007554.6	58.553	0.647	58.562	0.809
2982663.1	66.684	0.712	59.197	0.809
1906057.7	29.586	0.712	59.426	1.052
9439076.2	59.247	0.582	59.292	0.809
2715592.5	71.777	0.582	59.483	0.809
1684949.9	173.727	1.230	58.644	0.971
1987234.8	172.979	0.971	60.147	0.809
6769179.6	59.712	0.129	59.676	0.728
1832920.7	21.864	2.006	60.148	1.052
1022268.6	22.906	0.453	60.470	1.375
6630749.5	60.202	0.841	60.222	1.294
7695437.9	60.775	0.065	60.759	0.728
1362712.8	175.253	1.941	61.955	1.213
6832608.3	61.228	0.712	61.100	0.971
1019504.8	21.530	1.747	61.716	1.537
1604761.6	62.531	0.388	62.402	0.809
2640851.3	56.318	0.971	66.058	0.566
4807630.2	66.004	0.647	66.007	0.647
2846525.0	59.223	0.841	66.691	0.566
4363240.9	66.618	0.647	66.706	0.890
4935294.8	67.153	0.647	67.117	0.647
2841390.9	56.730	0.841	67.098	0.647
3587626.4	70.749	0.906	70.710	0.971
2186686.4	23.773	0.712	71.729	0.647
1347298.9	60.769	0.841	71.451	1.537
4242447.2	71.750	0.841	71.711	0.809
551861.2	137.864	4.918	138.072	3.883
2401055.3	43.690	0.906	170.825	0.890
2621091.0	170.781	0.518	170.783	0.728
2543133.9	56.554	1.100	171.825	1.213
3412960.1	171.525	0.388	171.699	0.971
3126344.1	44.274	0.971	172.111	0.728
3227356.7	48.367	0.906	172.216	0.728
10789523.9	172.049	0.388	172.056	0.728
7501037.1	172.554	0.194	172.493	0.890
2999862.5	60.383	1.553	172.927	1.294
2079133.3	52.575	1.100	173.602	2.265
10495786.9	173.126	0.453	173.080	0.809
2662742.0	174.488	3.948	174.164	4.206
7260540.0	173.612	0.324	173.540	0.728
2115234.5	58.953	1.230	174.415	0.809
8110040.9	174.055	0.259	174.111	0.809
2870877.5	54.306	1.618	175.044	2.831
8023093.7	174.614	0.065	174.606	1.133
8147557.7	174.784	0.971	174.624	0.566
2491070.5	61.843	1.424	175.191	1.780
12192291.5	175.149	0.324	175.132	0.647
10984699.5	175.564	0.324	175.547	0.647
3729650.6	175.886	2.006	175.651	1.861
7249964.4	176.084	0.324	175.994	0.647
6801658.3	176.266	0.582	176.407	0.647
949888.0	40.492	2.718	175.335	4.854
1137044.8	51.832	1.230	175.952	5.339
9678759.4	176.658	0.194	176.631	0.809
1851868.4	54.227	1.230	176.587	0.728
1436912.1	178.899	1.359	178.960	1.456
2652194.7	182.784	0.518	182.763	0.647
3457540.6	183.508	0.259	183.446	0.647
2020596.6	38.221	1.553	184.633	0.728
4366516.1	184.662	0.712	184.648	0.647
1952635.0	17.608	0.518	14.024	0.566
1782625.9	41.661	0.712	14.068	0.485
1871738.2	14.010	0.582	17.540	0.485
1117383.5	17.027	2.783	17.039	0.809
1778228.9	27.493	1.100	17.598	0.566
1395522.1	35.628	0.971	18.710	0.566
1751524.3	41.670	0.971	17.582	0.566
1564876.5	55.987	0.777	17.071	0.647
1365452.2	70.700	1.165	21.040	0.728
4621219.2	23.308	0.388	23.205	0.809
4685452.8	24.512	0.065	24.520	0.485
1565472.4	34.874	2.071	24.415	0.809
1306559.8	41.540	1.035	27.391	1.052
1383112.2	43.740	2.718	27.859	2.346
1055826.7	52.669	0.647	27.186	2.103
4747996.6	29.241	0.518	29.264	0.728
1526581.2	35.221	1.165	29.600	0.971
1712895.5	59.512	0.777	29.598	0.647
1374931.5	175.699	0.777	31.409	0.890
1642596.5	29.660	0.712	35.281	0.890
5594226.5	35.341	0.388	35.367	0.647
1314104.5	60.389	0.582	35.931	1.456
1523093.9	14.055	0.518	41.568	1.375
1748951.8	29.570	0.906	42.022	0.728
481805.1	53.844	4.465	43.037	4.045
1825392.1	170.781	0.647	43.724	0.890
1302251.6	32.261	2.459	52.593	0.647
513369.2	43.389	5.048	52.599	2.346
2716389.0	51.078	0.647	51.143	0.890
1525077.9	17.074	0.841	55.935	0.809
1192322.3	27.088	2.136	58.527	0.728
1414649.6	37.396	2.265	54.318	1.133
1172584.0	43.607	2.394	54.538	1.052
1778586.5	171.885	0.841	56.523	1.052
1302063.1	41.675	1.035	60.762	0.809
1538706.7	70.725	0.971	62.064	1.375
1296379.7	21.218	1.230	70.723	0.890
1584376.9	62.004	1.424	70.673	1.052
1419625.8	69.884	0.777	69.884	0.971
979538.8	119.765	2.265	119.708	3.236
1143359.2	21.686	3.236	175.290	1.375
846451.1	34.349	4.142	174.941	2.265
1307404.1	66.875	1.618	171.980	0.809
1584511.4	71.812	0.647	174.635	0.647
1399152.7	35.846	0.906	182.743	0.485
